Movie Title,Ratinng,genre,act,Plot
Kabhi Alvida Naa Kehna,6.0,"Drama, Romance","Shah Rukh Khan, Rani Mukerji, Amitabh Bachchan, Abhishek Bachchan, Preity Zinta, Kirron Kher, Arjun Rampal, John Abraham, Logan Anderson, Lisa Anzelmo, Jarett Armstrong, Patrick Armstrong, Diane Baisley, Steven Baker, Tomm Bauer, Himad Beg, Whit Blanchard, Kristen Bough","marriage, new york, teacher, fashion magazine editor, extramarital affair, lingerie slip, traffic signal, face slap, cell phone, sadomasochism clothing, real life father and son playing father and son, womanizer, rose, railway platform, mother son relationship, hospital, first meeting, father son relationship, divorce, divorcee, dinner party, coincidence, bouquet, bitterness, song in discotheque, soccer player, sex, party, nightclub, job interview, hotel room, frigidity, dominatrix, dinner table, soccer match, soccer coach, railway station, infidelity, car accident, call girl, bench"
Rocket Singh: Salesman of the Year,0.0,sorry,sorry,"woman in a men's room, deception, character repeats someone else's dialogue, sales, salesman, computer, honesty, boss, urban setting, electronics store, rooftop, girlfriend, telephone call, meeting, computer assembly, paper airplane, disillusionment, arrogance, dejection, humiliation, insult, complaint, naivety, peon, customer, optimism, cynicism, office party, trainee, office, employer employee relationship, job interview, pencil, grandfather grandson relationship, graduation party, graduation, whistleblower, snorricam, running a company, rivalry, revenge, novice, fraud, foundation, ethics, dolly zoom, business, business ethics, amateur, corruption, bribe, turban, sikh, satire, beard, character name in title"
Dhoom,6.6,"Action, Crime, Drama","Abhishek Bachchan, John Abraham, Uday Chopra, Esha Deol, Rimi Sen, Manoj Joshi, Sanjay M. Singh, Amir Farid, Mehul Bhojak, Rohit Chopra, Palash Dutta, Sanjay Keni, Ayesha Raza, Mukesh Ahuja, Aarav Choudhary, Ashwin Kaushik, Bhupinder, Yusuf Hussain","heist, cops and robbers, biker, wheelie, traffic, traffic signals, thief, stage performance, room service, police officer, police car, motorcycle, motorcycle racing, motorcycle race, motorcycle falling off a cliff, motorcycle chase, motorboat, miniskirt, highway, goa india, foreplay, computer expert, jumping off a cliff, casino, bikini, biker gang, beach, bank robbery, bag of money, armored truck"
Tumbbad,8.2,"Drama, Fantasy, Horror","Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty, Deepak Damle, Nithish, Cameron Anderson, Dhundiraj Prabhakar Jogalekar, Madhav Hari Joshi, Harsh K., Piyush Kaushik, Harish Khanna, Anika Radhakrishnan, Arohi Radhakrishnan, Mohammad Samad, Rudra Soni","god, curse, greed, gold coin, womb, folk horror, india, hindu, mythology, demon, immortal, immortality, hag, 1930s, british empire, cremation, treasure, gold, mistress, son, mansion, well, year 1918, year 1947, loincloth, father, mother, funeral, goddess, villain as protagonist, body horror, underground creature, underground monster, timeframe 1930s, horror convention"
Kabhi Haan Kabhi Naa,7.6,"Comedy, Drama, Music","Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri, Satish Shah, Anjan Srivastav, Goga Kapoor, Tiku Talsania, Ravi Baswani, Naseeruddin Shah, Juhi Chawla, Kurush Deboo, Aditya Lakhia, Shashi Sahay, Jyothi Nathani, Preeta Mathur, Snehal Lakhia, Munira Siddiqui","love, music group, lie, wedding party, unrequited love, romantic rivalry, rich boy poor girl, rain, marriage proposal, kiss, jealousy, grumpy father, fake marksheet, face slap, confession, cameo appearance, brother sister relationship, breaking the fourth wall, wedding, wedding ring, unspoken love, train, struggling music group, song, small town, railway station, priest, party, music rehearsal, love triangle, ice cream, harmonica, guitar, guitarist, goa india, gift, gangster, flat tire, failure, drums, drummer, dream, church, carnival, beach, title spoken by character, surprise ending"
Prem Ratan Dhan Payo,4.4,"Action, Drama, Musical","Salman Khan, Sonam Kapoor, Abhinay Raj Singh, Neil Nitin Mukesh, Deepak Dobriyal, Arman Kohli, Swara Bhaskar, Aashika Bhatia, Deepraj Rana, Manoj Joshi, Sanjay Mishra, Samaira Rao, Anupam Kher, Suhasini Mulay, Sameer Dharmadhikari, Prem Khan, Lata Sabharwal, Karuna Pandey","bollywood musical, coronation, assassination attempt, brother versus brother, mirror, royal family, hanged to death, chain, maze, chandelier, hanging, rain, soccer, camel, vow of silence, puppet show, fight, lunch, motorcade, train, bouquet, train station, impersonation, false identity, fake mustache, canon, drum, rest stop, bus, binocular vision, fall from height, horse drawn carriage, cell phone, fencing, fountain, sword, helicopter, dancing, singing, man dresses as a woman, heckler, stage play"
Thugs of Hindostan,4.0,"Action, Adventure","Aamir Khan, Amitabh Bachchan, Katrina Kaif, Fatima Sana Shaikh, Lloyd Owen, Satyadev Kancharana, Terence J. Rotolo, Ronit Roy, Joe Azzopardi, Mohd. Zeeshan Ayyub, Sharat Saxena, Ila Arun, Shaji Chaudhary, Naushaad Abbas, Roman Jankovic, Ketan Karande, Anthony Edridge, Kaivalya Chheda","traitor, pirate, thug, ship, british empire, east india company, british india, sea battle, betrayal, explosion, battle, sword fight, patriot, patriotism, bow and arrow, archery, british army, british raj, anti hero, flirting, based on novel"
Guzaarish,7.4,"Drama, Romance","Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor, Nafisa Ali, Monikangana Dutta, Suhel Seth, Rajit Kapoor, Ash Chandler, Vijay Crishna, Makrand Deshpande, Olivier Lafont, Jineet Rath, Parveen Rabbani, Farida Mistry, Prahlad Kakar, Mahabanoo Mody-Kotwal, Chandraprakash","nurse, magician, quadriplegic, euthanasia, physician, magician's assistant, water tank, wheelchair, lawyer, one word title"
Hum Dil De Chuke Sanam,7.4,"Comedy, Drama, Musical","Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn, Zohra Sehgal, Vikram Gokhale, Smita Jaykar, Rekha Rao, Rajeev Verma, Kenneth Desai, Ghanshyam Nayak, Vinay Pathak, Sheeba Chaddha, Meenakshi Verma, Preeti Koppikar, Divya Jagdale, Kannu Gill, Ehsan Khan, Atul Kumar Mittal","sacrifice, lawyer, arranged marriage, forbidden love, tradition, dancing, attempted suicide, bollywood musical, love, italy, love letter, anger, prank, turban, large family, joint family, dancer, desert, unrequited love, falling in love, kiss, grandmother granddaughter relationship, flatulence, footsie under the table, gujarat, loveless marriage, singer, forced marriage, music teacher, chili, muscleman, teacher student relationship, kite, love after marriage"
Jai Ho,5.0,"Action, Drama","Salman Khan, Abhinay Raj Singh, Daisy Shah, Tabu, Danny Denzongpa, Nadira Babbar, Suniel Shetty, Mohnish Bahl, Mahesh Manjrekar, Aditya Pancholi, Sharad S. Kapoor, Mukul Dev, Pulkit Samrat, Mahesh Thakur, Genelia D'Souza, Yash Tonk, Ashmit Patel, Bruna Abdullah","corrupt politician, stabbed in the arm, accidental stabbing, accidental killing, warning, chase, police officer, motorcycle, fistfight, suicide, showdown, stabbed to death, hero, villain, blood, insult, humiliation, politician, face slap, apology, death of sister, machismo, one against many, child kidnapping, wound, hand to hand combat, pain, confrontation, stabbed in the stomach, righteous rage, anger, thrown through a windshield, love interest, mother daughter estrangement, callousness, apathy, injustice, good versus evil, crowd, police station, do gooder, social worker, social commentary, injured child, mother son relationship, brother sister relationship, evil politician, ex soldier, bare chested male, remake, one man army, tough guy, action hero, character name in title"
Simmba,5.7,"Action, Comedy, Crime","Ranveer Singh, Sara Ali Khan, Sonu Sood, Ashutosh Rana, Siddarth Jadhav, Vaidehi Parshurami, Ulka Gupta, Suchitra Bandekar, Sulabha Arya, Ashwini Kalsekar, Neha Mahajan, Nandu Madhav, Shriswara, Sarita Joshi, Sneha James, Ajay Devgn, Karan Johar, Arshad Warsi","police officer, rape victim, rape, corrupt cop, beating, police station, redemption, anger, kidnapping, fistfight, rescue, cameo appearance, gangster, threat, tough guy, bribe, torture, action hero, tough cop, intimidation, rapist, papadum, character name as title, nickname as title, one word title, rape and revenge, suffocation, courtroom, girlfriend, character development, police custody, slow motion violence, righting a wrong, change of heart, brother brother relationship, taking a stand, corruption, bag full of money"
Toilet: Ek Prem Katha,7.2,"Comedy, Drama, Romance","Akshay Kumar, Anupam Kher, Bhumi Pednekar, Divyendu Sharma, Rajesh Sharma, Sana Khan, Sachin Khedekar, Atul Srivastava, Shobha Khote, Ayesha Raza, Rati Shankar Tripathi, Gunjan Malhotra, Sudhir Pandey, Mukesh S. Bhatt, Kimti Anand, Vijay Kumar Dogra, Richa Tiwari, Satyen Chaturvedi","toilet, husband wife relationship, father son relationship, village, social drama, marriage, glove, night, brother, cycle, hard hitting, anger, taboo, jail, dance, song, holi, india, hindi, festival, social reform, jump, punch, fight, fistfight, newspaper, media, court, four word title, sunglasses, train, buffalo, mother son relationship, broken, bike, opposition, bollywood, ribbon, urination"
Dum Laga Ke Haisha,7.5,"Comedy, Drama, Romance","Ayushmann Khurrana, Bhumi Pednekar, Seema Bhargava, Sanjay Mishra, Sheeba Chaddha, Shrikant Verma, Devika Vatsa, Alka Amin, Kumar Sanu, V.K. Sharma, Chandrachoor Rai, Shardul Rana, Poorva Neeraj, Mahesh Sharma, Poonam Gidwani, Swedha Singh, Mudrika Gupta, Abhishek Mandola","competition, wedding, strong female character, husband wife relationship, insecurity, obesity, dysfunctional marriage, bed, 1990s, wedding night, man carrying a woman on his back, bedroom, listening to music, reference to kumar sanu, music shop, audio cassette, small town, face slap, four word title"
Kaminey,7.4,"Action, Crime, Drama","Shahid Kapoor, Priyanka Chopra Jonas, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Tenzing Nima, Hrishikesh Joshi, Rajatabha Dutta, Harish Khanna, Carlos Paca, Eric Santos, Amole Gupte, Sagar, Samrat, Vijay Raj, Vishal Bhosle, Omkar Govardhan, Flavia","cell phone, caper crime, diamonds, attack, shot dead, fistfight, night, imaginary girlfriend, threat with a gun, profanity, action violence, premarital pregnancy, brother sister relationship, gun violence, father son relationship, narrated by protagonist, two protagonists, hit with a gun, beaten up, profanity in title, brother fights brother, fight between brothers, shootout, raining, gunfight, dark humor, brotherhood, male friendship, murder of best friend, disability, underworld, twin, police officer, identical twins, crooked cop, corrupt cop, pregnancy, unplanned pregnancy, politician, social worker, lisp, drug dealer, twin brother, brother versus brother, cult film, instrument case, song during end credits, happy ending, childbirth, shot to death, police raid, angolan, police officer killed, little boy, train compartment, police interrogation, gas station, fake stutter, elopement, interrupted wedding, communalism, marriage ceremony, wedding, stolen car, escape, drug dealing, dirty cop, murder, swimming pool, diabetic, blood sugar test, argument, boyfriend girlfriend relationship, brothel, hiv awareness, arms dealer, betrayal, train tracks, dual role, wearing a wire, car stuck in mud, accidental shooting, loss of father, gun held to one's head, toilet, red light district, unprotected sex, shotgun wedding, narrated by character, toy car, chocolate, hookah, suicide, gambling, beating, train, hostage exchange, bare chested male, train yard, stolen police car, wearing sunglasses at night, fire extinguisher, begging for mercy, crosshair, jockey, moral dilemma, inner demon, organized crime, diamond, mercenary, poetic justice, internal monologue, unwanted pregnancy, unsubtitled foreign language, parking garage, famous line, jump cut, freeze frame, voice over narration, surveillance camera, stutter, stuttering, speech impediment, singing, showdown, shot in the chest, shot in the back, shaky cam, security camera, same actor playing twin role, police, mistaken identity, machine gun, interrogation, hotel, hotel room, gunshot, gunfire, gun battle, gangster, foot chase, flashback, ethnic slur, drug lord, cocaine, chase, brother brother relationship, bookie, bigot, bigotry, arrest, ambition, african, neo noir, guitar, premarital sex, police corruption, nightclub, kiss, horse race, gun, friend, friendship, betting on horse, snorricam, multiple storylines, ensemble cast, caper, music score composed by director, one word title, slang in title, death of father, death of friend"
Tere Naam,7.2,"Action, Drama, Romance","Salman Khan, Bhoomika Chawla, Sachin Khedekar, Savita Prabhune, Ravi Kishan, Anang Desai, Sarfaraz Khan, Darshan Kumaar, Gopal Datt, Saurabh Dubey, Indira Krishnan, Radhika Chaudhari, Mahendra Verma, Mahima Chaudhry, Dinesh Kaushik, Indu Verma, Ghanshyam Nayak, Gopal Tiwari","college, college campus, chained to a wall, violence, train, train compartment, tragic event, suicide, smoking, runaway, remake, railway station, railway platform, poem, opposites attract, obsessive love, motorcycle, mistaken for a prostitute, mental imbalance, laddu, hindu temple, hindu priest, head injury, guitar, fiance, escaped mental patient, college student, brutality, brothel, beating, agra uttar pradesh, based on true story"
Once Upon a Time in Mumbaai,7.4,"Action, Crime, Drama","Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Naved Aslam, Sanjeev Wilson, Allauddin Khan, Rajeev Yadav, Sushil Pandey, Mehul Bhojak, Anjum Sharma, Dheerendra Dwivedi, Sumeet Kaul, Ravi Khanvilkar, Chandrakant Taneja, Asif Hussain, Hemant Choudhary","police, gangster, police officer, actress, smuggler, 1970s, place name in title, murder, suicide attempt, betrayal, birthday, birthday present, wristwatch, restaurant, actor, fruit seller, guava, courtship, falling in love, love, villain as protagonist, rise and fall, gang, smuggling, premarital sex, rivalry, organized crime, intentionally misspelled title, mumbai india, once upon a time in the title, city name in title, based on true story"
Jolly LLB,7.5,"Comedy, Drama","Arshad Warsi, Amrita Rao, Boman Irani, Saurabh Shukla, Harsh Chhaya, Mohan Kapur, Mohan Agashe, Ramesh Deo, Sanjay Mishra, Rajeev Siddhartha, Vibha Chhibber, Kartick Sitaraman, Kannan Arunachalam, Manoj Bakshi, Mukund Bhatt, Sandeep Bose, Rajesh Gandhi, Vijay Gupta",courtroom drama
Oye Lucky! Lucky Oye!,7.7,"Action, Comedy, Crime","Abhay Deol, Paresh Rawal, Nitu Chandra, Archana Puran Singh, Manu Rishi Chadha, Richa Chadha, Manjot Singh, Anurag Arora, Amandeep Singh Bakshi, Rajendra Sethi, Rajeev Ailabadi, Nutan Surya, Gurmeet Singh, Ramandeep, Nanki Singh, Karmaditya, Mohammad Mubashshir, Surendra Bawara","actor plays multiple roles, dark comedy, media, friend, police, greeting card, escape, dog, burglary, betrayal, repetition in title, slow motion scene, subjective camera, father son relationship, yawning, yawn, celebrity criminal, rhyme in title, freeze frame, voice over narration, pregnancy, flashback, brother brother relationship, false name, vomiting, triple role, told in flashback, theft, tv show, television set, television host, teenager, teddy bear, talking to the camera, stolen car, snow, snowball, snowball fight, sleeping in a car, sikh, scooter, runaway, reunited brothers, restaurant, prison cell, pomeranian dog, police officer, photograph, paan, old woman, nosebleed, nonlinear timeline, newspaper headline, motorcycle, money, mercedes, media hype, impulsiveness, hotel, head butt, handcuffs, guard dog, fugitive, fight, fence, face slap, drunkenness, discotheque, dead body, daylight robbery, crush, criminal, con man, con artist, comic drunk, chase, car, car theft, business card, breaking the fourth wall, break in, blood on snow, black comedy, auto theft, attempted robbery, assumed identity, arrest, apartment, anti hero, airplane, exclamation point in title, blood, based on true story, title spoken by character, character name in title"
